Numărul de cărți este 298

| Cartea | Pagini |
|--------|--------|
|      1 |     81 |
|      2 |    436 |
|      3 |    781 |
|      4 |    671 |
|      5 |    436 |
|      6 |    144 |
|      7 |    504 |
|      8 |    498 |
|      9 |   1463 |
|     10 |   1207 |
|     11 |   1489 |
|     12 |    626 |
|     13 |     90 |
|     14 |    279 |
|     15 |    588 |
|     16 |   1122 |
|     17 |   1066 |
|     18 |   1467 |
|     19 |   1280 |
|     20 |    751 |
|     21 |    728 |
|     22 |    118 |
|     23 |   1379 |
|     24 |   1445 |
|     25 |   1216 |
|     26 |   1060 |
|     27 |    204 |
|     28 |   1379 |
|     29 |    408 |
|     30 |   1308 |
|     31 |   1483 |
|     32 |    113 |
|     33 |    109 |
|     34 |   1206 |
|     35 |    828 |
|     36 |    145 |
|     37 |   1409 |
|     38 |     74 |
|     39 |    264 |
|     40 |   1239 |
|     41 |   1432 |
|     42 |   1251 |
|     43 |   1422 |
|     44 |    264 |
|     45 |   1264 |
|     46 |   1353 |
|     47 |   1353 |
|     48 |    590 |
|     49 |   1081 |
|     50 |    296 |
|     51 |   1160 |
|     52 |    537 |
|     53 |    315 |
|     54 |    220 |
|     55 |    421 |
|     56 |    544 |
|     57 |    729 |
|     58 |    120 |
|     59 |    978 |
|     60 |    618 |
|     61 |    834 |
|     62 |   1208 |
|     63 |    439 |
|     64 |    521 |
|     65 |    933 |
|     66 |   1426 |
|     67 |    716 |
|     68 |    503 |
|     69 |   1494 |
|     70 |    299 |
|     71 |   1487 |
|     72 |   1299 |
|     73 |    960 |
|     74 |    683 |
|     75 |    922 |
|     76 |   1482 |
|     77 |    553 |
|     78 |   1362 |
|     79 |    694 |
|     80 |    771 |
|     81 |    638 |
|     82 |    918 |
|     83 |    275 |
|     84 |    151 |
|     85 |   1065 |
|     86 |    897 |
|     87 |   1148 |
|     88 |    309 |
|     89 |    276 |
|     90 |    893 |
|     91 |    595 |
|     92 |    451 |
|     93 |    276 |
|     94 |   1123 |
|     95 |    573 |
|     96 |     66 |
|     97 |    544 |
|     98 |    206 |
|     99 |    131 |
|    100 |   1141 |
|    101 |    248 |
|    102 |    562 |
|    103 |    141 |
|    104 |   1070 |
|    105 |   1457 |
|    106 |    102 |
|    107 |   1014 |
|    108 |   1081 |
|    109 |    498 |
|    110 |   1179 |
|    111 |    174 |
|    112 |   1010 |
|    113 |   1373 |
|    114 |   1177 |
|    115 |   1442 |
|    116 |    850 |
|    117 |    838 |
|    118 |    555 |
|    119 |   1041 |
|    120 |    747 |
|    121 |   1040 |
|    122 |    941 |
|    123 |   1059 |
|    124 |   1014 |
|    125 |    139 |
|    126 |   1222 |
|    127 |    519 |
|    128 |    722 |
|    129 |    348 |
|    130 |   1155 |
|    131 |    285 |
|    132 |    579 |
|    133 |    166 |
|    134 |   1287 |
|    135 |    426 |
|    136 |    476 |
|    137 |    976 |
|    138 |    551 |
|    139 |    871 |
|    140 |   1276 |
|    141 |    502 |
|    142 |   1287 |
|    143 |   1264 |
|    144 |    191 |
|    145 |    641 |
|    146 |   1218 |
|    147 |    540 |
|    148 |    760 |
|    149 |    368 |
|    150 |    458 |
|    151 |    548 |
|    152 |    561 |
|    153 |    411 |
|    154 |    964 |
|    155 |    281 |
|    156 |     54 |
|    157 |    832 |
|    158 |    849 |
|    159 |   1114 |
|    160 |    547 |
|    161 |    761 |
|    162 |    804 |
|    163 |    790 |
|    164 |   1424 |
|    165 |    667 |
|    166 |   1047 |
|    167 |   1368 |
|    168 |    477 |
|    169 |    447 |
|    170 |   1174 |
|    171 |    801 |
|    172 |    624 |
|    173 |    795 |
|    174 |    607 |
|    175 |    400 |
|    176 |    526 |
|    177 |    336 |
|    178 |   1355 |
|    179 |    783 |
|    180 |    352 |
|    181 |   1008 |
|    182 |    961 |
|    183 |   1197 |
|    184 |   1381 |
|    185 |     68 |
|    186 |   1281 |
|    187 |   1432 |
|    188 |    340 |
|    189 |    273 |
|    190 |    217 |
|    191 |    462 |
|    192 |   1174 |
|    193 |   1178 |
|    194 |    142 |
|    195 |    586 |
|    196 |   1306 |
|    197 |    679 |
|    198 |    346 |
|    199 |    741 |
|    200 |    138 |
|    201 |   1107 |
|    202 |   1231 |
|    203 |    795 |
|    204 |   1013 |
|    205 |    316 |
|    206 |   1021 |
|    207 |    344 |
|    208 |   1408 |
|    209 |    800 |
|    210 |    179 |
|    211 |    734 |
|    212 |    926 |
|    213 |   1408 |
|    214 |   1398 |
|    215 |    324 |
|    216 |    647 |
|    217 |   1362 |
|    218 |   1053 |
|    219 |    657 |
|    220 |     81 |
|    221 |   1145 |
|    222 |    617 |
|    223 |    580 |
|    224 |    680 |
|    225 |   1028 |
|    226 |    712 |
|    227 |    665 |
|    228 |   1192 |
|    229 |   1311 |
|    230 |   1471 |
|    231 |    824 |
|    232 |    702 |
|    233 |    193 |
|    234 |   1268 |
|    235 |    222 |
|    236 |    266 |
|    237 |    617 |
|    238 |   1121 |
|    239 |   1193 |
|    240 |   1130 |
|    241 |   1142 |
|    242 |    990 |
|    243 |    636 |
|    244 |    972 |
|    245 |   1142 |
|    246 |    785 |
|    247 |     59 |
|    248 |    818 |
|    249 |   1213 |
|    250 |     54 |
|    251 |    916 |
|    252 |     97 |
|    253 |   1152 |
|    254 |    785 |
|    255 |    794 |
|    256 |    118 |
|    257 |     85 |
|    258 |    477 |
|    259 |    999 |
|    260 |    535 |
|    261 |    137 |
|    262 |   1209 |
|    263 |    808 |
|    264 |   1178 |
|    265 |   1356 |
|    266 |    254 |
|    267 |    511 |
|    268 |   1252 |
|    269 |    861 |
|    270 |   1389 |
|    271 |    542 |
|    272 |   1400 |
|    273 |   1286 |
|    274 |    986 |
|    275 |     65 |
|    276 |    621 |
|    277 |   1050 |
|    278 |    483 |
|    279 |    869 |
|    280 |    431 |
|    281 |   1008 |
|    282 |    657 |
|    283 |    459 |
|    284 |    574 |
|    285 |    136 |
|    286 |    588 |
|    287 |    497 |
|    288 |    377 |
|    289 |    227 |
|    290 |     70 |
|    291 |   1381 |
|    292 |    860 |
|    293 |    929 |
|    294 |    954 |
|    295 |    528 |
|    296 |    587 |
|    297 |   1317 |
|    298 |    972 |
Numerul TOTAL de pagini este 229072
O TREIME de pagini este reprezentata de 76357
===Rezultatele in cazul unei metode greedy===
Angajatul 1 este responsabil de 76163 pagini.
Angajatul 2 este responsabil de 75711 pagini.
Angajatul 3 este responsabil de 77198 pagini.
===Rezultatele in cazul unei metode de cautare exhaustive===
Angajatul 1 este responsabil de 76163 pagini.
Angajatul 2 este responsabil de 76452 pagini.
Angajatul 3 este responsabil de 76457 pagini.
