Numărul de cărți este 99

| Cartea | Pagini |
|--------|--------|
|      1 |    902 |
|      2 |   1121 |
|      3 |   1322 |
|      4 |    587 |
|      5 |    143 |
|      6 |   1152 |
|      7 |    140 |
|      8 |    516 |
|      9 |    708 |
|     10 |     65 |
|     11 |    224 |
|     12 |    421 |
|     13 |   1193 |
|     14 |    466 |
|     15 |    618 |
|     16 |    606 |
|     17 |   1331 |
|     18 |    804 |
|     19 |    423 |
|     20 |    815 |
|     21 |    588 |
|     22 |    539 |
|     23 |    704 |
|     24 |   1486 |
|     25 |   1090 |
|     26 |    245 |
|     27 |   1044 |
|     28 |   1389 |
|     29 |    292 |
|     30 |   1054 |
|     31 |   1110 |
|     32 |    138 |
|     33 |    553 |
|     34 |   1477 |
|     35 |   1099 |
|     36 |   1262 |
|     37 |   1330 |
|     38 |    493 |
|     39 |    689 |
|     40 |   1178 |
|     41 |    552 |
|     42 |    900 |
|     43 |    849 |
|     44 |    759 |
|     45 |   1118 |
|     46 |    409 |
|     47 |     97 |
|     48 |   1435 |
|     49 |    599 |
|     50 |    354 |
|     51 |    858 |
|     52 |    801 |
|     53 |    303 |
|     54 |     82 |
|     55 |    482 |
|     56 |    167 |
|     57 |   1402 |
|     58 |    476 |
|     59 |   1054 |
|     60 |    674 |
|     61 |   1086 |
|     62 |   1332 |
|     63 |   1252 |
|     64 |    794 |
|     65 |   1400 |
|     66 |   1487 |
|     67 |    797 |
|     68 |     99 |
|     69 |    718 |
|     70 |    687 |
|     71 |     85 |
|     72 |   1084 |
|     73 |   1406 |
|     74 |   1409 |
|     75 |    936 |
|     76 |    704 |
|     77 |    353 |
|     78 |   1275 |
|     79 |    146 |
|     80 |    205 |
|     81 |    892 |
|     82 |    180 |
|     83 |    680 |
|     84 |    645 |
|     85 |    889 |
|     86 |    578 |
|     87 |    139 |
|     88 |   1049 |
|     89 |   1265 |
|     90 |    289 |
|     91 |    176 |
|     92 |    715 |
|     93 |    915 |
|     94 |   1394 |
|     95 |   1194 |
|     96 |   1090 |
|     97 |    283 |
|     98 |   1031 |
|     99 |   1296 |
Numerul TOTAL de pagini este 76643
O TREIME de pagini este reprezentata de 25547
===Rezultatele in cazul unei metode greedy===
Angajatul 1 este responsabil de 25266 pagini.
Angajatul 2 este responsabil de 25286 pagini.
Angajatul 3 este responsabil de 26091 pagini.
===Rezultatele in cazul unei metode de cautare exhaustive===
Angajatul 1 este responsabil de 25266 pagini.
Angajatul 2 este responsabil de 25286 pagini.
Angajatul 3 este responsabil de 26091 pagini.
